Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%
01-01-2025,04:12:00,26,Maintenance,49.822,4.351,3.303,22.891,0.288,3.421,113.644,0.232,9.319
01-01-2025,04:13:00,3,Idle,65.388,1.773,6.371,6.913,0.575,5.988,306.438,0.768,10.678
01-01-2025,04:14:00,19,Maintenance,65.072,3.575,4.986,32.299,1.056,1.433,373.585,0.425,11.414
01-01-2025,04:15:00,20,Idle,82.717,3.561,5.736,13.615,2.098,2.081,330.499,0.493,2.054
01-01-2025,04:16:00,32,Active,31.263,0.638,6.235,26.214,4.883,9.415,84.406,0.831,14.887
01-01-2025,04:17:00,7,Active,45.535,4.83,7.798,5.506,2.518,8.369,157.616,0.898,3.476
01-01-2025,04:18:00,41,Active,72.671,1.753,9.933,18.471,3.294,1.412,238.738,0.375,9.746
01-01-2025,04:19:00,33,Active,68.852,4.731,4.104,9.734,4.933,6.101,441.227,0.756,1.042
01-01-2025,04:20:00,40,Active,50.488,2.516,4.028,27.546,1.918,3.67,329.967,0.031,12.863
01-01-2025,04:21:00,39,Active,81.546,1.947,2.324,13.277,3.917,1.871,177.315,0.493,0.51
01-01-2025,04:22:00,18,Idle,74.101,0.496,3.815,25.526,1.951,2.458,107.04,0.186,12.62
01-01-2025,04:23:00,40,Idle,65.94,4.775,8.503,24.259,4.641,6.204,237.059,0.234,0.146
01-01-2025,04:24:00,1,Active,44.727,1.502,9.939,14.286,0.38,6.231,441.595,0.031,1.31
01-01-2025,04:25:00,11,Active,47.871,3.06,3.289,43.437,0.254,3.955,149.333,0.878,10.309
01-01-2025,04:26:00,28,Active,68.767,1.629,8.139,17.839,4.817,5.412,476.353,0.206,12.53
01-01-2025,04:27:00,25,Active,87.898,2.181,7.786,9.895,2.048,5.201,193.874,0.407,6.62
01-01-2025,04:28:00,50,Maintenance,81.205,0.449,5.233,23.726,4.485,9.111,394.789,0.439,11.485
01-01-2025,04:29:00,23,Active,42.54,0.508,4.147,47.82,1.971,6.667,117.47,0.678,11.145
01-01-2025,04:30:00,31,Idle,74.871,0.338,9.264,10.051,0.713,9.713,57.128,0.305,10.536
01-01-2025,04:31:00,30,Maintenance,86.206,1.429,1.571,20.121,3.214,6.81,401.545,0.636,6.529
01-01-2025,04:32:00,42,Active,35.903,2.658,9.857,44.603,4.461,2.671,395.451,0.781,8.5
01-01-2025,04:33:00,35,Maintenance,70.794,3.435,5.867,10.086,0.559,0.174,392.809,0.595,14.122
01-01-2025,04:34:00,7,Active,35.087,3.212,7.483,47.311,3.269,2.886,487.327,0.379,0.882
01-01-2025,04:35:00,16,Active,30.282,2.222,1.924,14.487,4.875,4.418,74.549,0.925,9.477
01-01-2025,04:36:00,26,Idle,88.525,0.464,1.857,40.834,1.432,9.206,73.239,0.047,1.207
01-01-2025,04:37:00,48,Active,42.563,2.758,2.743,2.049,1.82,1.137,483.642,0.144,8.365
01-01-2025,04:38:00,49,Idle,77.967,3.634,7.409,41.573,4.109,1.239,381.942,0.52,13.844
01-01-2025,04:39:00,2,Idle,63.488,0.655,2.899,42.581,1.32,7.565,301.105,0.228,14.086
01-01-2025,04:40:00,1,Idle,67.791,1.355,8.306,39.945,0.01,0.849,377.391,0.662,13.121
01-01-2025,04:41:00,48,Active,39.09,2.85,5.49,16.21,3.807,3.399,226.79,0.732,7.907
01-01-2025,04:42:00,12,Active,75.421,1.62,5.838,24.291,1.957,1.011,378.603,0.427,4.103
01-01-2025,04:43:00,5,Maintenance,50.304,2.825,4.484,3.002,1.543,9.833,363.616,0.128,2.885
01-01-2025,04:44:00,37,Active,66.194,3.236,2.189,43.855,1.496,8.741,330.623,0.639,13.577
01-01-2025,04:45:00,32,Active,53.925,0.969,8.999,36.3,0.231,7.777,391.11,0.026,14.785
01-01-2025,04:46:00,9,Active,40.759,3.424,4.105,33.962,2.687,2.16,343.76,0.11,9.956
01-01-2025,04:47:00,41,Active,38.14,3.557,2.946,29.782,0.515,9.549,61.178,0.548,6.045
01-01-2025,04:48:00,35,Active,53.571,1.877,5.318,15.296,1.538,2.356,67.586,0.076,12.446
01-01-2025,04:49:00,19,Maintenance,30.444,4.974,5.558,35.495,0.469,8.186,463.348,0.12,5.579
01-01-2025,04:50:00,48,Maintenance,87.834,2.107,2.051,15.671,2.273,4.195,435.458,0.28,11.976
01-01-2025,04:51:00,16,Active,47.198,1.092,5.915,19.522,0.977,2.848,426.727,0.371,14.161
01-01-2025,04:52:00,3,Active,70.531,4.565,4.989,3.069,0.453,6.767,246.29,0.085,14.019
01-01-2025,04:53:00,20,Active,64.334,3.475,9.62,39.333,2.16,0.144,154.972,0.545,1.001
01-01-2025,04:54:00,24,Idle,73.849,4.766,2.748,15.572,4.019,2.201,392.539,0.611,3.295
01-01-2025,04:55:00,33,Active,79.719,1.027,9.727,3.682,4.756,3.357,265.623,0.666,10.927
01-01-2025,04:56:00,24,Active,82.581,1.587,4.778,38.05,2.149,9.088,100.812,0.61,7.795
01-01-2025,04:57:00,11,Active,70.228,1.952,7.227,44.064,3.792,9.254,480.681,0.958,11.922
01-01-2025,04:58:00,49,Active,53.283,0.487,8.029,38.365,1.616,9.029,195.195,0.037,6.733
01-01-2025,04:59:00,8,Maintenance,59.636,1.335,5.22,9.382,2.776,2.592,404.885,0.452,3.268
01-01-2025,05:00:00,36,Active,52.006,0.217,5.354,48.059,2.583,4.904,293.164,0.811,6.175
01-01-2025,05:01:00,38,Active,87.022,0.269,5.407,44.818,3.828,0.233,454.891,0.264,8.32
01-01-2025,05:02:00,40,Active,49.224,3.569,5.989,12.566,3.654,8.879,276.908,0.504,11.03
01-01-2025,05:03:00,20,Active,45.884,3.991,4.426,43.566,4.811,2.803,172.189,0.71,0.247
01-01-2025,05:04:00,35,Active,62.918,4.033,6.428,16.7,2.988,6.993,155.531,0.018,4.397
01-01-2025,05:05:00,48,Idle,35.721,1.034,8.158,48.725,2.253,4.013,177.763,0.478,3.27
01-01-2025,05:06:00,25,Active,83.07,0.459,7.008,30.332,3.752,3.979,336.736,0.992,9.448
01-01-2025,05:07:00,35,Active,89.15,1.018,1.632,23.831,0.136,0.884,432.174,0.343,9.534
01-01-2025,05:08:00,25,Active,50.904,2.792,6.876,44.886,0.014,3.195,113.469,0.555,3.202
01-01-2025,05:09:00,29,Active,36.952,2.112,7.421,43.185,3.46,1.098,304.051,0.897,6.769
01-01-2025,05:10:00,18,Maintenance,46.648,1.638,8.556,30.053,1.618,5.946,345.034,0.801,3.645
01-01-2025,05:11:00,46,Active,55.131,1.295,7.023,39.177,4.23,6.901,82.297,0.368,4.023
01-01-2025,05:12:00,18,Active,80.32,3.594,4.191,16.933,1.501,1,192.962,0.581,10.274
01-01-2025,05:13:00,2,Idle,88.062,4.332,3.341,16.569,0.69,8.751,390.928,0.855,14.887
01-01-2025,05:14:00,35,Active,73.182,4.798,4.933,46.162,1.233,7.531,70.611,0.076,6.144
01-01-2025,05:15:00,16,Active,85.948,4.07,4.343,32.778,3.615,7.185,440.015,0.358,10.711
01-01-2025,05:16:00,41,Idle,40.857,4.62,1.58,23.291,2.583,6.841,214.538,0.9,10.051
01-01-2025,05:17:00,36,Active,85.745,2.966,4.949,13.484,2.094,8.137,123.721,0.149,3.32
01-01-2025,05:18:00,33,Active,64.727,4.948,2.168,15.94,2.487,0.922,458.623,0.4,4.141
01-01-2025,05:19:00,4,Idle,56.939,4.959,4.893,37.915,4.469,4.178,181.077,0.647,0.882
01-01-2025,05:20:00,33,Maintenance,57.231,2.702,4.115,8.421,4.845,7.388,268.396,0.614,8.825
01-01-2025,05:21:00,14,Active,87.177,3.272,2.631,27.464,1.708,1.336,155.157,0.467,4.599
01-01-2025,05:22:00,21,Active,51.926,1.413,5.463,14.534,2.871,5.685,421.882,0.595,10.827
01-01-2025,05:23:00,48,Active,39.327,1.577,8.644,43.706,1.82,3.301,247.341,0.869,8.858
01-01-2025,05:24:00,20,Active,65.514,1.528,7.14,21.445,4.384,4.251,299.116,0.303,8.709
01-01-2025,05:25:00,8,Active,36.656,4.968,2.831,16.424,2.585,3.982,324.165,0.42,1.666
01-01-2025,05:26:00,7,Active,72.741,0.139,3.265,46.288,2.079,9.812,422.106,0.368,11.012
01-01-2025,05:27:00,3,Active,30.046,2.782,6.85,7.605,0.478,3.374,333.435,0.799,8.087
01-01-2025,05:28:00,17,Active,54.507,2.28,6.301,22.965,3.683,2.059,75.076,0.937,7.873
01-01-2025,05:29:00,33,Active,77.987,0.433,5.801,6.818,3.907,8.435,51.366,0.237,3.406
01-01-2025,05:30:00,48,Active,54.542,3.428,1.799,48.53,4.492,9.56,212.794,0.736,14.326
01-01-2025,05:31:00,12,Active,75.939,1.78,2.17,26.65,3.524,5.858,389.406,0.642,1.441
01-01-2025,05:32:00,22,Active,72.221,1.902,8.701,22.19,1.831,1.407,207.886,0.611,0.874
01-01-2025,05:33:00,22,Idle,70.186,2.227,7.412,27.82,4.668,2.691,448.279,0.193,4.954
01-01-2025,05:34:00,46,Active,54.837,4.385,8.589,31.344,2.188,1.838,198.035,0.934,2.409
01-01-2025,05:35:00,30,Active,85.105,4.828,5.442,4.227,0.175,7.061,408.241,0.351,7.532
01-01-2025,05:36:00,38,Active,51.605,4.418,2.904,18.965,1.692,1.255,63.702,0.565,5.885
01-01-2025,05:37:00,38,Active,52.893,1.831,8.397,14.349,4.483,5.207,134.73,0.258,12.733
01-01-2025,05:38:00,45,Maintenance,71.85,2.337,8.985,10.116,2.972,0.735,421.744,0.749,1.552
01-01-2025,05:39:00,8,Idle,74.783,0.852,8.814,42.035,0.373,2.932,137.98,0.863,10.657
01-01-2025,05:40:00,27,Active,48.879,3.248,9.569,31.189,0.866,8.622,321.145,0.946,11.283
01-01-2025,05:41:00,27,Active,77.773,1.268,5.091,27.184,3.567,2.484,325.204,0.563,11.638
01-01-2025,05:42:00,34,Active,79.611,3.079,9.038,10.528,2.922,2.157,242.664,0.439,9.546
01-01-2025,05:43:00,21,Active,32.726,3.674,5.114,22.403,4.985,3.569,129.116,0.53,12.577
01-01-2025,05:44:00,30,Active,58.177,1.376,6.127,2.79,0.098,2.684,311.994,0.467,7.184
01-01-2025,05:45:00,33,Idle,69.576,0.203,6.965,36.903,4.84,5.651,373.195,0.719,6.927
01-01-2025,05:46:00,28,Maintenance,45.034,2.848,9.021,1.575,0.082,8.812,344.088,0.61,3.498
01-01-2025,05:47:00,47,Active,69.73,1.731,7.709,16.536,2.957,9.69,104.452,0.83,12.817
01-01-2025,05:48:00,33,Active,40.62,1.81,7.401,14.779,1.408,4.312,57.965,0.605,11.251
01-01-2025,05:49:00,5,Active,30.621,0.788,4.529,34.988,0.569,3.715,154.538,0.533,6.53
01-01-2025,05:50:00,48,Active,64.853,2.586,7.302,6.565,1.816,3.845,99.585,0.035,11.574
01-01-2025,05:51:00,19,Active,34.005,3.258,3.2,22.081,2.993,7.335,128.538,0.138,5.497
01-01-2025,05:52:00,4,Idle,57.11,2.923,2.012,39.737,3.207,9.474,359.344,0.097,14.139
01-01-2025,05:53:00,35,Active,56.046,4.133,7.47,12.273,1.448,4.257,191.158,0.542,6.715
01-01-2025,05:54:00,49,Idle,87.126,2.002,8.087,45.682,1.877,8.394,369.56,0.316,0.062
01-01-2025,05:55:00,17,Active,37.243,1.267,1.892,32.128,1.046,8.994,286.722,0.015,6.956
01-01-2025,05:56:00,44,Active,60.032,2.537,1.884,37.716,2.47,5.512,435.354,0.464,3.785
01-01-2025,05:57:00,28,Active,77.135,0.615,4.792,12.358,4.516,8.774,249.902,0.412,11.186
01-01-2025,05:58:00,30,Idle,36.343,3.501,9.614,28.721,0.739,8.765,217.632,0.382,10.606
01-01-2025,05:59:00,29,Active,68.479,2.277,6.408,21.638,1.13,7.944,405.111,0.912,1.131
01-01-2025,06:00:00,46,Active,87.549,4.341,4.135,47.442,4.749,0.404,92.154,0.199,2.797
01-01-2025,06:01:00,6,Active,30.893,0.164,1.58,28.256,4.075,8.329,358.868,0.249,1.533
01-01-2025,06:02:00,35,Idle,58.07,2.745,2.948,44.308,4.422,6.029,296.698,0.751,4.483
01-01-2025,06:03:00,41,Idle,81.296,4.399,3.033,39.081,0.721,2.441,406.542,0.123,4.976
01-01-2025,06:04:00,37,Active,40.972,1.831,7.448,3.723,1.826,5.275,180.497,0.968,4.792
01-01-2025,06:05:00,24,Idle,66.866,2.761,8.972,11.095,2.754,8.797,89.508,0.193,4.978
01-01-2025,06:06:00,29,Idle,63.919,4.233,1.765,6.682,2.333,1.327,138.621,0.842,10.75
01-01-2025,06:07:00,49,Active,71.336,1.48,1.59,3.83,0.725,6.542,67.202,0.254,13.415
01-01-2025,06:08:00,46,Active,73.725,4.738,6.097,30.562,1.527,1.001,165.341,0.672,2.664
01-01-2025,06:09:00,31,Active,65.847,0.124,8.037,43.464,3.651,7.724,380.725,0.012,5.496
01-01-2025,06:10:00,35,Active,76.183,2.442,6.274,48.753,1.036,7.573,91.272,0.383,8.049
01-01-2025,06:11:00,33,Active,43.76,2.571,8.024,27.799,4.841,4.414,462.539,0.349,6.178
01-01-2025,06:12:00,21,Active,82.418,1.139,2.858,44.115,2.949,9.167,378.578,0.647,4.423
01-01-2025,06:13:00,32,Active,84.726,0.172,5.225,13.107,2.903,7.489,374.053,0.794,6.026
01-01-2025,06:14:00,23,Active,43.671,3.702,9.784,10.106,2.524,8.094,459.908,0.307,8.717
01-01-2025,06:15:00,33,Idle,89.409,3.558,7.228,14.495,0.146,1.173,252.202,0.096,6.986
01-01-2025,06:16:00,3,Active,77.143,3.318,4.167,11.198,0.446,6.705,457.829,0.078,9.253
01-01-2025,06:17:00,18,Active,36.012,3.994,1.644,4.951,4.909,2.17,293.706,0.726,14.448
01-01-2025,06:18:00,25,Active,53.202,3.216,6.698,13.681,2.417,2.671,424.687,0.148,10.934
01-01-2025,06:19:00,42,Active,30.45,3.532,8.716,42.531,3.476,9.081,313.915,0.725,8.422
01-01-2025,06:20:00,31,Maintenance,57.135,4.31,9.563,12.106,4.53,6.378,216.048,0.057,2.669
01-01-2025,06:21:00,3,Maintenance,71.276,0.506,9.824,14.166,0.822,1.931,445.738,0.053,2.592
01-01-2025,06:22:00,40,Active,51.781,4.205,3.714,44.795,3.611,0.397,241.442,0.006,7.713
01-01-2025,06:23:00,46,Idle,39.571,1.553,3.326,16.831,2.597,8.125,468.351,0.615,4.56
01-01-2025,06:24:00,24,Active,87.458,2.925,5.387,36.527,0.127,7.967,112.207,0.415,13.646
01-01-2025,06:25:00,50,Idle,39.163,0.743,8.434,2.081,1.097,2.638,196.685,0.758,4.091
01-01-2025,06:26:00,32,Active,88.362,1.916,4.727,24.767,2.887,1.612,405.632,0.36,4.087
01-01-2025,06:27:00,47,Maintenance,70.178,0.461,2.774,34.509,2.839,8.026,95.872,0.662,13.414
01-01-2025,06:28:00,22,Active,38.244,2.191,3.233,8.671,0.03,7.826,385.019,0.984,0.795
01-01-2025,06:29:00,23,Active,80.477,1.553,8.803,39.243,0.583,0.516,279.518,0.021,0.986
01-01-2025,06:30:00,2,Idle,82.664,4.667,6.454,10.742,1.795,2.322,244.137,0.803,14.749
01-01-2025,06:31:00,27,Idle,38.956,1.561,8.34,24.286,4.74,6.762,238.727,0.193,9.576
01-01-2025,06:32:00,42,Maintenance,64.934,0.57,7.323,22.093,0.755,0.746,442.959,0.832,13.035
01-01-2025,06:33:00,2,Active,83.075,0.375,4.086,23.404,1.217,8.846,293.549,0.957,10.992
01-01-2025,06:34:00,26,Active,76.354,1.597,7.229,7.295,3.173,3.322,95.264,0.866,13.699
01-01-2025,06:35:00,17,Active,42.395,4.365,1.929,31.661,2.398,8.865,107.373,0.187,2.833
01-01-2025,06:36:00,40,Active,35.812,3.027,5.964,32.983,4.799,9.808,180.59,0.526,2.8
01-01-2025,06:37:00,33,Active,64.901,2.51,2.035,29.594,0.906,0.815,434.52,0.595,6.13
01-01-2025,06:38:00,9,Active,58.904,0.559,4.549,43.984,2.035,0.367,86.002,0.271,11.409
01-01-2025,06:39:00,43,Active,88.137,3.399,5.28,12.518,3.862,5.344,431.69,0.014,8.812
01-01-2025,06:40:00,48,Active,55.857,3.219,5.018,20.32,1.232,6.177,453.299,0.964,3.487
01-01-2025,06:41:00,39,Idle,38.631,2.11,2.54,43.673,0.363,5.848,181.001,0.6,1.31
01-01-2025,06:42:00,29,Active,52.766,4.035,9.81,44.88,0.263,6.478,493.848,0.901,9.733
01-01-2025,06:43:00,42,Idle,32.902,1.502,7.458,10.304,2.778,5.906,223.429,0.816,6.219
01-01-2025,06:44:00,26,Active,58.321,4.595,1.629,8.557,4.192,6.614,428.105,0.744,11.074
01-01-2025,06:45:00,35,Active,89.346,3.398,2.744,42.742,1.189,3.792,463.255,0.091,14.018
01-01-2025,06:46:00,50,Maintenance,71.815,0.603,8.99,31.125,0.359,0.247,260.3,0.694,13.006
01-01-2025,06:47:00,25,Active,52.964,3.584,3.121,37.815,1.363,9.462,484.386,0.35,5.025
01-01-2025,06:48:00,24,Idle,84.333,2.13,5.368,24.281,2.01,1.977,423.691,0.345,3.928
01-01-2025,06:49:00,13,Active,47.884,1.327,6.632,14.394,4.379,6.041,94.293,0.037,11.305
01-01-2025,06:50:00,7,Active,60.536,3.848,3.569,6.354,3.912,1.208,174.746,0.415,8.302
01-01-2025,06:51:00,36,Active,79.276,2.675,9.615,5.915,3.52,7.142,373.3,0.392,2.464
01-01-2025,06:52:00,45,Active,71.832,4.307,5.334,33.765,0.795,6.264,91.814,0.442,7.772
01-01-2025,06:53:00,20,Idle,33.055,2.535,7.303,49.816,4.1,7.951,100.589,0.037,13.808
01-01-2025,06:54:00,1,Active,83.426,4.25,7.329,12.522,3.637,8.971,486.265,0.547,5.063
01-01-2025,06:55:00,8,Maintenance,67.616,1.331,6.912,47.772,0.615,5.321,82.643,0.288,2.831
01-01-2025,06:56:00,46,Active,89.259,3.537,3.521,49,1.249,6.093,166.268,0.852,2.593
01-01-2025,06:57:00,16,Active,84.401,0.522,4.3,25.26,1.171,7.37,346.515,0.392,4.419
01-01-2025,06:58:00,14,Idle,57.85,3.26,4.835,3.904,2.65,7.159,243.801,0.909,7.526
01-01-2025,06:59:00,12,Active,75.933,2.594,3.749,3.979,0.436,9.038,113.772,0.266,10.261
01-01-2025,07:00:00,23,Active,75.209,0.794,9.818,44.206,1.663,0.393,167.865,0.114,7.533
01-01-2025,07:01:00,15,Active,32.278,3.197,5.147,4.851,3.648,0.471,412.386,0.25,12.025
01-01-2025,07:02:00,28,Active,61.537,4.518,5.474,42.215,0.739,6.062,415.047,0.547,7.186
01-01-2025,07:03:00,34,Active,56.048,2.425,9.868,11.464,4.262,9.283,169.803,0.624,3.433
01-01-2025,07:04:00,2,Idle,44.705,0.806,4.02,8.018,4.606,6.565,361.064,0.357,9.877
01-01-2025,07:05:00,32,Idle,33.231,2.527,9.179,28.635,1.581,7.935,226.111,0.687,10.646
01-01-2025,07:06:00,23,Idle,67.074,4.32,7.218,19.634,0.792,7.838,341.662,0.598,10.918
01-01-2025,07:07:00,22,Maintenance,55.387,3.291,8.619,9.678,4.506,2.763,452.548,0.411,9.325
01-01-2025,07:08:00,25,Active,31.333,2.445,5.003,27.307,1.342,7.293,411.069,0.379,6.897
01-01-2025,07:09:00,22,Active,88.959,2.485,2.28,9.972,2.775,2.648,263.675,0.471,8.464
01-01-2025,07:10:00,22,Active,89.72,4.347,5.962,11.096,4.26,9.289,406.546,0.882,14.314
01-01-2025,07:11:00,49,Idle,85.039,2.375,9.345,22.821,1.242,3.824,61.259,0.312,7.574
01-01-2025,07:12:00,42,Active,48.548,1.036,9.553,32.356,3.25,9.434,259.981,0.756,4.136
01-01-2025,07:13:00,6,Active,71.14,3.576,2.17,12.458,4.917,8.889,276.488,0.871,8.38
01-01-2025,07:14:00,15,Active,78.083,0.422,9.781,12.752,0.932,9.073,468.967,0.852,5.713
01-01-2025,07:15:00,43,Active,39.415,2.463,6.034,7.602,1.033,5.607,101.373,0.63,9.26
01-01-2025,07:16:00,37,Active,59.057,0.353,5.262,26.693,1.482,0.062,235.863,0.085,0.59
01-01-2025,07:17:00,33,Active,74.263,2.88,5.85,23.133,3.712,4.515,266.434,0.002,4.881
01-01-2025,07:18:00,8,Idle,47.891,2.934,3.423,11.739,3.781,7.036,390.364,0.142,12.256
01-01-2025,07:19:00,44,Active,35.874,4.388,3.518,33.882,2.833,4.28,259.955,0.732,10.909
01-01-2025,07:20:00,44,Active,63.017,1.652,6.021,37.242,1.68,8.233,331.751,0.708,1.9
01-01-2025,07:21:00,5,Active,54.651,1.393,8.827,24.675,2.524,7.289,88.534,0.325,0.355
01-01-2025,07:22:00,39,Active,57.089,2.595,5.755,16.904,3.281,3.083,342.88,0.727,12.057
01-01-2025,07:23:00,4,Idle,79.661,4.134,2.643,3.827,2.602,4.087,271.853,0.736,8.407
01-01-2025,07:24:00,6,Maintenance,54.355,1.255,5.416,43.334,3.966,4.402,410.406,0.439,2.938
01-01-2025,07:25:00,45,Active,65.021,2.949,7.107,30.711,1.001,2.624,193.836,0.548,7.442
01-01-2025,07:26:00,32,Active,82.719,2.074,9.322,10.177,1.099,6.284,376.004,0.299,13.96
01-01-2025,07:27:00,30,Active,68.689,1.975,4.514,30.279,2.993,5.189,415.14,0.798,3.252
01-01-2025,07:28:00,47,Active,73.919,3.634,9.317,36.378,1.852,7.931,227.895,0.376,6.237
01-01-2025,07:29:00,35,Active,68.62,2.52,9.948,21.746,3.672,1.247,391.208,0.857,7.258
01-01-2025,07:30:00,40,Active,53.049,0.814,6.165,10.244,1.633,6.08,296.808,0.002,1.255
01-01-2025,07:31:00,16,Active,36.666,2.737,6.748,30.041,4.558,0.799,383.29,0.457,12.019
01-01-2025,07:32:00,13,Active,53.117,1.721,4.3,25.723,5,9.211,156.054,0.839,2.225
01-01-2025,07:33:00,50,Active,66.396,1.23,8.419,5.247,2.508,1.915,190.417,0.357,13.785
01-01-2025,07:34:00,42,Idle,31.725,1.02,8.782,40.279,0.711,7.352,152.771,0.774,7.399
01-01-2025,07:35:00,30,Active,78.458,0.906,1.502,48.308,3.761,8.613,207.345,0.113,0.72
01-01-2025,07:36:00,19,Active,83.284,1.22,3.266,8.311,4.835,7.203,74.877,0.184,12.967
01-01-2025,07:37:00,17,Active,31.884,2.154,9.603,19.444,4.783,0.462,444.182,0.883,7.775
01-01-2025,07:38:00,19,Idle,63.357,2.261,5.946,34.282,1.332,3.093,133.925,0.13,7.33
01-01-2025,07:39:00,28,Maintenance,86.6,2.079,3.744,28.078,0.801,4.969,431.609,0.353,11.491
01-01-2025,07:40:00,26,Active,58.276,4.47,3.745,18.243,4.823,0.028,447.63,0.702,3.715
01-01-2025,07:41:00,37,Active,82.466,4.058,4.532,22.895,2.827,0.754,299.63,0.521,8.995
01-01-2025,07:42:00,26,Maintenance,41.749,4.054,4.423,37.447,3.646,3.77,236.178,0.465,6.777
01-01-2025,07:43:00,23,Maintenance,35.074,1.259,6.997,22.414,0.045,1.996,475.051,0.074,0.744
01-01-2025,07:44:00,9,Active,80.96,1.988,7.395,19.498,4.758,4.896,79.069,0.954,14.905
01-01-2025,07:45:00,12,Active,58.361,1.25,6.051,49.977,0.529,2.876,410.274,0.594,13.224
01-01-2025,07:46:00,1,Active,50.18,3.626,9.091,3.811,4.653,2.539,387.631,0.313,1.525
01-01-2025,07:47:00,1,Active,63.002,4.391,8.532,41.991,1.731,2.002,407.085,0.429,5.912
01-01-2025,07:48:00,47,Active,73.926,2.748,7.428,15.432,1.258,9.133,208.987,0.894,13.866
01-01-2025,07:49:00,34,Maintenance,59.095,4.358,7.861,40.955,3.258,4.195,179.474,0.804,6.773
01-01-2025,07:50:00,32,Active,50.901,4.517,4.732,43.494,2.596,3.067,432.529,0.707,6.761
01-01-2025,07:51:00,48,Active,84.037,3.388,4.155,5.005,0.992,4.322,428.297,0.088,2.305
01-01-2025,07:52:00,25,Maintenance,67.33,2.085,2.81,32.786,0.711,5.712,315.889,0.601,5.451
01-01-2025,07:53:00,40,Active,67.014,4.702,3.276,20.558,0.141,2.717,398.928,0.274,2.073
01-01-2025,07:54:00,45,Active,65.645,1.192,9.276,2.108,0.196,4.379,203.896,0.328,2.719
01-01-2025,07:55:00,1,Active,51.189,1.483,8.589,13.248,3.391,6.245,204.179,0.126,10.702
01-01-2025,07:56:00,16,Active,87.287,4.194,6.523,14.883,0.234,6.996,250.668,0.479,2.054
01-01-2025,07:57:00,39,Idle,86.973,2.186,4.696,48.777,3.392,0.72,62.445,0.528,11.527
01-01-2025,07:58:00,5,Active,72.481,1.061,8.936,5.249,4.759,9.684,342.158,0.645,4.486
01-01-2025,07:59:00,22,Active,53.812,2.056,6.592,42.889,1.775,5.282,189.758,0.225,8.118
01-01-2025,08:00:00,29,Active,47.021,0.682,9.875,1.982,2.515,5.175,123.209,0.681,3.819
01-01-2025,08:01:00,3,Active,87.958,1.041,9.932,36.619,0.768,5.481,122.146,0.36,12.462
01-01-2025,08:02:00,12,Active,52.864,2.405,8.62,40.181,0.214,2.18,116.56,0.41,4.966
01-01-2025,08:03:00,26,Active,50.383,2.424,9.455,2.082,1.484,1.022,161.174,0.081,3.363
01-01-2025,08:04:00,16,Active,86.739,2.797,7.447,27.093,4.49,7.074,291.652,0.893,10.528
01-01-2025,08:05:00,37,Active,46.197,2.362,3.625,18.846,0.096,9.818,291.744,0.225,7.56
01-01-2025,08:06:00,22,Active,47.264,1.999,5.209,1.192,4.882,7.18,208.135,0.585,8.144
01-01-2025,08:07:00,29,Active,54.177,0.683,2.258,38.99,1.748,5.979,136.288,0.907,10.255
01-01-2025,08:08:00,14,Active,86.795,4.412,6.724,12.457,3.856,2.471,329.071,0.768,5.521
01-01-2025,08:09:00,28,Active,39.706,0.963,7.664,47.009,2.748,1.065,372.393,0.999,14.62
01-01-2025,08:10:00,5,Idle,66.994,1.67,4.519,24.12,2.396,9.728,109.059,0.73,14.165
01-01-2025,08:11:00,47,Active,67.841,2.505,9.872,23.629,0.546,1.721,417.609,0.982,12.983
01-01-2025,08:12:00,49,Active,73.764,1.683,5.754,47.901,2.969,9.992,140.866,0.202,9.335
01-01-2025,08:13:00,30,Active,46.428,4.665,6.513,30.374,2.611,6.986,281.177,0.1,2.779
01-01-2025,08:14:00,46,Active,47.965,4.76,2.154,26.72,1.84,4.911,103.581,0.805,7.627
01-01-2025,08:15:00,5,Active,44.691,4.118,3.723,48.682,4.491,4.354,377.7,0.692,7.957
01-01-2025,08:16:00,12,Active,59.186,3.024,7.82,29.483,0.71,7.928,180.829,0.741,11.48
01-01-2025,08:17:00,16,Active,56.308,2.271,1.561,16.438,3.152,9.141,266.46,0.178,3.074
01-01-2025,08:18:00,26,Active,67.922,3.559,2.574,27.267,4.045,5.857,141.617,0.391,8.828
01-01-2025,08:19:00,26,Idle,72.746,2.997,8,11.02,0.531,6.937,197.291,0.545,0.789
01-01-2025,08:20:00,48,Idle,78.677,0.818,4.925,36.355,2.444,0.899,105.473,0.451,1.467
01-01-2025,08:21:00,21,Active,57.098,1.427,9.571,37.962,1.945,4.843,66.835,0.201,14.468
01-01-2025,08:22:00,39,Active,67.279,3.337,3.289,13.382,1.505,9.53,246.674,0.56,3.119
01-01-2025,08:23:00,36,Idle,43.327,3.36,8.015,39.811,1.256,0.484,187.395,0.802,7.906
01-01-2025,08:24:00,33,Active,71.653,3.239,9.912,25.649,3.767,3.957,206.411,0.061,0.464
01-01-2025,08:25:00,30,Active,89.071,0.143,5.423,21.954,0.574,9.232,145.903,0.163,7.341
